rank,gutenberg,title,author,downloads_30d,pick_score,locc,shelves,pg_issued,language,source,coffees,slug
567,7197,"The Adventures of Tom Sawyer, Part 5.",Mark Twain,480,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2004-06-30,en,auto-scored,1,g7197
568,3265,The Re-Creation of Brian Kent,Harold Bell Wright,479,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2006-06-03,en,auto-scored,1,g3265
569,18259,Gentle Julia,Booth Tarkington,478,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Humour; Category: Novels; Category: American Literature",2006-04-26,en,auto-scored,1,g18259
570,1014,The Lure of the Dim Trails,B. M. Bower,478,11,PS,Western; Category: Adventure; Category: Novels; Category: American Literature,1997-08-01,en,auto-scored,1,g1014
571,1699,The Vanished Messenger,E. Phillips Oppenheim,477,11,PR,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",1999-04-01,en,auto-scored,1,g1699
572,2126,The Quest of the Sacred Slipper,Sax Rohmer,477,11,PR,"Crime Fiction; Category: Crime, Thrillers and Mystery; Category: Adventure; Category: Novels",2000-03-01,en,auto-scored,1,g2126
573,737,The Bobbsey Twins at School,Laura Lee Hope,476,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,1996-12-01,en,auto-scored,1,g737
574,538,Jean of the Lazy A,B. M. Bower,475,11,PS,"Western; Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",1996-05-01,en,auto-scored,1,g538
575,1314,The Malefactor,E. Phillips Oppenheim,475,11,PR,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",1998-05-01,en,auto-scored,1,g1314
576,1478,A Parody Outline of History,Donald Ogden Stewart,475,11,PN,"Category: Crime, Thrillers and Mystery; Category: Humour; Category: American Literature",1998-10-01,en,auto-scored,1,g1478
577,6437,The Splendid Spur,Arthur Quiller-Couch,474,11,PR,Historical Fiction; Category: Historical Novels; Category: Adventure; Category: British Literature,2004-09-01,en,auto-scored,1,g6437
578,1385,Lin McLean,Owen Wister,473,11,PS,Category: Adventure; Category: Novels; Category: American Literature,1998-07-01,en,auto-scored,1,g1385
579,4982,A Rock in the Baltic,Robert Barr,473,11,PS,Category: Romance; Category: Adventure; Category: Novels; Category: British Literature,2004-01-01,en,auto-scored,1,g4982
580,7229,"Rujub, the Juggler",G. A. Henty,473,11,PR; PZ,Children's Fiction; Category: Historical Novels; Category: Children & Young Adult Reading; Category: Adventure; Category: British Literature,2005-01-01,en,auto-scored,1,g7229
581,5006,Harriet and the Piper,Kathleen Thompson Norris,472,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",2004-02-01,en,auto-scored,1,g5006
582,4552,The Border Legion,Zane Grey,472,11,PS,Western; Category: Adventure; Category: Novels; Category: American Literature,2003-10-01,en,auto-scored,1,g4552
583,5110,The Adventures of Jerry Muskrat,Thornton W. Burgess,471,11,PZ,Children's Literature; Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure,2004-02-01,en,auto-scored,1,g5110
584,7486,The Master of Silence: A Romance,Irving Bacheller,471,11,PS,Category: Romance; Category: Adventure; Category: Novels; Category: American Literature,2005-02-01,en,auto-scored,1,g7486
585,4790,Half a Rogue,Harold MacGrath,470,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",2003-12-01,en,auto-scored,1,g4790
586,4767,The Mayor's Wife,Anna Katharine Green,470,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2003-12-01,en,auto-scored,1,g4767
587,4994,"Five Thousand Miles Underground; Or, the Mystery of the Centre of the Earth",Roy Rockwood,470,11,PZ; PS,Science Fiction; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels; Category: American Literature,2004-01-01,en,auto-scored,1,g4994
588,11572,The Man from Brodney's,George Barr McCutcheon,469,17,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Adventure; Category: Novels; Category: American Literature",2004-03-01,en,auto-scored,1,g11572
589,8535,The Sisters-In-Law: A Novel of Our Time,Gertrude Franklin Horn Atherton,469,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2005-07-01,en,auto-scored,1,g8535
590,34297,Angela's Business,Henry Sydnor Harrison,469,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature; Category: Gender & Sexuality Studies",2010-11-12,en,auto-scored,1,g34297
591,5009,The Unspeakable Perk,Samuel Hopkins Adams,469,11,PS,Category: Romance; Category: Adventure; Category: Novels; Category: American Literature,2004-02-01,en,auto-scored,1,g5009
592,17237,A Man for the Ages: A Story of the Builders of Democracy,Irving Bacheller,468,17,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Adventure; Category: American Literature",2005-12-05,en,auto-scored,1,g17237
593,16101,Diane of the Green Van,Leona Dalrymple,467,17,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Adventure; Category: Novels; Category: American Literature",2005-06-21,en,auto-scored,1,g16101
594,13532,Kindred of the Dust,Peter B. Kyne,467,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-09-26,en,auto-scored,1,g13532
595,2063,The Trail of the White Mule,B. M. Bower,467,11,PS,Western; Category: Adventure; Category: Novels; Category: American Literature,2000-02-01,en,auto-scored,1,g2063
596,3263,The Portygee,Joseph Crosby Lincoln,465,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2006-05-30,en,auto-scored,1,g3263
597,1614,The Golden Fleece: A Romance,Julian Hawthorne,465,11,PS,Category: Romance; Category: Adventure; Category: Novels; Category: American Literature,1999-01-01,en,auto-scored,1,g1614
598,2729,A Tale of Three Lions,H. Rider Haggard,465,11,PR,Category: Adventure; Category: Novels; Category: British Literature,2001-07-01,en,auto-scored,1,g2729
599,3785,In the Reign of Terror: The Adventures of a Westminster Boy,G. A. Henty,465,11,PR; PZ,Children's Fiction; Category: Historical Novels; Category: Adventure; Category: British Literature,2003-02-01,en,auto-scored,1,g3785
600,41822,Phroso: A Romance,Anthony Hope,464,17,PR,"Bestsellers, American, 1895-1923; Category: Romance; Category: Adventure; Category: Novels; Category: British Literature",2013-01-11,en,auto-scored,1,g41822
601,953,"Tom Swift and His Big Tunnel; Or, The Hidden City of the Andes",Victor Appleton,464,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels; Category: American Literature,1997-06-01,en,auto-scored,1,g953
602,617,Poems,Alan Seeger,463,15,PS,"Bestsellers, American, 1895-1923; Category: Poetry; Category: American Literature",1996-08-01,en,auto-scored,1,g617
603,1433,The Red Inn,Honoré de Balzac,463,11,PQ,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: French Literature",2005-07-13,en,auto-scored,1,g1433
604,5087,The Treasure-Train,Arthur B. Reeve,463,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2004-02-01,en,auto-scored,1,g5087
605,6425,Flowing Gold,Rex Beach,463,11,PS,Movie Books; Category: Adventure; Category: Novels; Category: American Literature,2004-09-01,en,auto-scored,1,g6425
606,14079,Sandy,Alice Caldwell Hegan Rice,462,17,PS,"Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels; Category: American Literature",2004-11-18,en,auto-scored,1,g14079
607,14645,Unleavened Bread,Robert Grant,462,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2005-01-10,en,auto-scored,1,g14645
608,7112,"Erema; Or, My Father's Sin",R. D. Blackmore,462,11,PR,Category: Adventure; Category: Novels; Category: British Literature,2006-06-06,en,auto-scored,1,g7112
609,20328,Simon Dale,Anthony Hope,461,15,PR,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Novels; Category: British Literature",2007-01-10,en,auto-scored,1,g20328
610,1960,Sight Unseen,Mary Roberts Rinehart,461,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",1999-11-01,en,auto-scored,1,g1960
611,16074,The Definite Object: A Romance of New York,Jeffery Farnol,460,15,PR,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",2005-06-15,en,auto-scored,1,g16074
612,763,The Round-Up: A Romance of Arizona; Novelized from Edmund Day's Melodrama,John Murray,460,11,PS,Category: Romance; Category: Adventure; Category: Novels; Category: American Literature,1996-12-01,en,auto-scored,1,g763
613,1882,The Young Forester,Zane Grey,460,11,PS,Western; Category: Adventure; Category: Novels; Category: American Literature,1999-09-01,en,auto-scored,1,g1882
614,5988,"Old French Romances, Done into English",William Morris,460,11,PQ,"Fantasy; Category: Historical Novels; Category: Adventure; Category: Mythology, Legends & Folklore; Category: British Literature",2004-06-01,en,auto-scored,1,g5988
615,10509,The Bars of Iron,Ethel M. Dell,459,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2003-12-01,en,auto-scored,1,g10509
616,3288,The Sky Pilot in No Man's Land,Ralph Connor,459,13,PS,"Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels",2006-06-03,en,auto-scored,1,g3288
617,4532,Tom Swift and His Photo Telephone or the Picture That Saved a Fortune,Victor Appleton,459,11,PZ; PS,Children's Book Series; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels; Category: American Literature,2003-10-01,en,auto-scored,1,g4532
618,5073,The War Terror,Arthur B. Reeve,459,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2004-02-01,en,auto-scored,1,g5073
619,18056,The Tin Soldier,Temple Bailey,458,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2006-03-27,en,auto-scored,1,g18056
620,3249,The Major,Ralph Connor,457,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2006-05-30,en,auto-scored,1,g3249
621,10959,The Visits of Elizabeth,Elinor Glyn,457,15,PR,"Bestsellers, American, 1895-1923; Category: Humour; Category: Novels; Category: British Literature",2004-02-01,en,auto-scored,1,g10959
622,11715,The Eyes of the World,Harold Bell Wright,457,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-03-01,en,auto-scored,1,g11715
623,35093,The Road to Understanding,Eleanor H. Porter,457,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",2011-01-27,en,auto-scored,1,g35093
624,3242,The Doctor : A Tale of the Rockies,Ralph Connor,457,11,PS,"Bestsellers, American, 1895-1923; Category: Novels",2006-06-03,en,auto-scored,1,g3242
625,5121,Dark Hollow,Anna Katharine Green,457,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2004-02-01,en,auto-scored,1,g5121
626,5844,The Adventures of Johnny Chuck,Thornton W. Burgess,457,11,PZ,Children's Literature; Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure,2004-06-01,en,auto-scored,1,g5844
627,2279,A Waif of the Plains,Bret Harte,456,11,PS,Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2006-05-14,en,auto-scored,1,g2279
628,6382,Bat Wing,Sax Rohmer,456,11,PR,"Crime Fiction; Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",2004-08-01,en,auto-scored,1,g6382
629,3746,The Judgment House,Gilbert Parker,455,11,PS,"Bestsellers, American, 1895-1923; Category: Novels",2003-02-01,en,auto-scored,1,g3746
630,2736,The Champdoce Mystery,Emile Gaboriau,454,11,PQ,"Detective Fiction; Category: Crime, Thrillers and Mystery; Category: Novels; Category: French Literature",2006-03-28,en,auto-scored,1,g2736
631,42362,"Caleb West, Master Diver",Francis Hopkinson Smith,453,17,PS,"Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels; Category: American Literature",2013-03-18,en,auto-scored,1,g42362
632,6315,The Awakening of Helena Richie,Margaret Wade Campbell Deland,452,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-08-01,en,auto-scored,1,g6315
633,14646,Christopher and Columbus,Elizabeth Von Arnim,452,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2005-01-10,en,auto-scored,1,g14646
634,7506,"The Huge Hunter; Or, The Steam Man of the Prairies",Edward Sylvester Ellis,452,11,PS,Children's Fiction; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels; Category: American Literature,2005-02-01,en,auto-scored,1,g7506
635,13454,Aylwin,Theodore Watts-Dunton,451,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2004-09-14,en,auto-scored,1,g13454
636,17617,David Harum,Edward Noyes Westcott,451,15,PS,"Bestsellers, American, 1895-1923; Category: Humour; Category: Novels; Category: American Literature",2006-01-28,en,auto-scored,1,g17617
637,1577,The Grey Room,Eden Phillpotts,450,11,PR,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",1998-12-01,en,auto-scored,1,g1577
638,2618,A House-Boat on the Styx,John Kendrick Bangs,449,11,PS,"Humor; Bestsellers, American, 1895-1923; Category: Humour; Category: Novels",2001-05-01,en,auto-scored,1,g2618
639,6655,Tom Slade : Boy Scout of the Moving Pictures,Percy Keese Fitzhugh,449,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-10-01,en,auto-scored,1,g6655
640,1363,"Tom Swift Among the Fire Fighters; Or, Battling with Flames from the Air",Victor Appleton,448,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels; Category: American Literature,1998-06-01,en,auto-scored,1,g1363
641,4377,Mrs. Wiggs of the Cabbage Patch,Alice Caldwell Hegan Rice,446,15,PS,"Bestsellers, American, 1895-1923; Category: Humour; Category: Novels; Category: American Literature",2003-08-01,en,auto-scored,1,g4377
642,2728,Hunter Quatermain's Story,H. Rider Haggard,446,11,PR,Adventure; Movie Books; Category: Adventure; Category: Novels; Category: British Literature,2006-04-04,en,auto-scored,1,g2728
643,1671,When a Man Marries,Mary Roberts Rinehart,445,15,PS,"Bestsellers, American, 1895-1923; Category: Humour; Category: Novels; Category: American Literature",1999-03-01,en,auto-scored,1,g1671
644,7434,The Adventures of Joel Pepper,Margaret Sidney,445,11,PZ; PS,Children's Literature; Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels,2005-02-01,en,auto-scored,1,g7434
645,1274,"Martin Hyde, the Duke's Messenger",John Masefield,444,11,PR,Category: Historical Novels; Category: Adventure; Category: Novels; Category: British Literature,1998-04-01,en,auto-scored,1,g1274
646,1282,"Tom Swift Among the Diamond Makers; Or, The Secret of Phantom Mountain",Victor Appleton,444,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,1998-04-01,en,auto-scored,1,g1282
647,1442,The Kingdom of the Blind,E. Phillips Oppenheim,444,11,PR,"Category: Historical Novels; Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",1998-09-01,en,auto-scored,1,g1442
648,1851,The Woman in the Alcove,Anna Katharine Green,444,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",1999-08-01,en,auto-scored,1,g1851
649,2180,In a Hollow of the Hills,Bret Harte,444,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2000-05-01,en,auto-scored,1,g2180
650,1447,The Illustrious Prince,E. Phillips Oppenheim,443,11,PR,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",1998-09-01,en,auto-scored,1,g1447
651,4588,"The Allen House; Or, Twenty Years Ago and Now",T. S. Arthur,442,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2003-10-01,en,auto-scored,1,g4588
652,1651,The Mystery of Orcival,Emile Gaboriau,440,11,PQ,"Detective Fiction; Category: Crime, Thrillers and Mystery; Category: Novels; Category: French Literature",1999-02-01,en,auto-scored,1,g1651
653,6952,By Pike and Dyke: a Tale of the Rise of the Dutch Republic,G. A. Henty,440,11,PR; PZ,Historical Fiction; Children's Fiction; Category: Historical Novels; Category: Adventure,2004-11-01,en,auto-scored,1,g6952
654,7334,"With Buller in Natal, Or, a Born Leader",G. A. Henty,440,11,PR,Children's Fiction; Category: Historical Novels; Category: Adventure; Category: British Literature,2005-01-01,en,auto-scored,1,g7334
655,13813,The Common Law,Robert W. Chambers,439,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-10-20,en,auto-scored,1,g13813
656,5623,"The Young Explorer; Or, Claiming His Fortune",Jr. Horatio Alger,438,11,PZ; PS,Children's Fiction; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-05-01,en,auto-scored,1,g5623
657,14355,54-40 or Fight,Emerson Hough,437,15,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: American Literature",2004-12-15,en,auto-scored,1,g14355
658,3791,The Reign of Law; a tale of the Kentucky hemp fields,James Lane Allen,436,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2003-02-01,en,auto-scored,1,g3791
659,7346,Among Malay Pirates : a Tale of Adventure and Peril,G. A. Henty,436,11,PR; PZ,"Children's Fiction; Pirates, Buccaneers, Corsairs, etc.; Category: Historical Novels; Category: Adventure; Category: British Literature",2005-01-01,en,auto-scored,1,g7346
660,3715,The Parenticide Club,Ambrose Bierce,433,11,PS,"Category: Short Stories; Category: Crime, Thrillers and Mystery; Category: Humour; Category: American Literature",2003-02-01,en,auto-scored,1,g3715
661,5233,The Iron Trail,Rex Beach,433,11,PS,Movie Books; Category: Adventure; Category: Novels; Category: American Literature,2004-03-01,en,auto-scored,1,g5233
662,14581,The Just and the Unjust,Vaughan Kester,431,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2005-01-03,en,auto-scored,1,g14581
663,2041,The House of the Wolf: A Romance,Stanley John Weyman,431,11,PR,Historical Fiction; Category: Historical Novels; Category: Romance; Category: Adventure; Category: French Literature,2000-01-01,en,auto-scored,1,g2041
664,14263,Katrine: A Novel,Elinor Macartney Lane,430,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",2004-12-06,en,auto-scored,1,g14263
665,3429,St. George for England,G. A. Henty,429,11,PR; PZ,Historical Fiction; Children's Fiction; Category: Historical Novels; Category: Adventure; Category: British Literature,2002-09-01,en,auto-scored,1,g3429
666,29571,Nan of Music Mountain,Frank H. Spearman,428,17,PS,"Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels; Category: American Literature",2009-08-02,en,auto-scored,1,g29571
667,34020,The Window at the White Cat,Mary Roberts Rinehart,427,17,PS,"Bestsellers, American, 1895-1923; Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2010-10-02,en,auto-scored,1,g34020
668,1896,Under the red robe,Stanley John Weyman,427,11,PR,Historical Fiction; Category: Historical Novels; Category: Adventure,1999-09-01,en,auto-scored,1,g1896
669,2297,Snow-Bound at Eagle's,Bret Harte,425,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2006-05-14,en,auto-scored,1,g2297
670,4608,"Tom Swift in Captivity, Or, A Daring Escape By Airship",Victor Appleton,425,11,PZ; PS,Children's Book Series; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels; Category: American Literature,2003-11-01,en,auto-scored,1,g4608
671,7198,"The Adventures of Tom Sawyer, Part 6.",Mark Twain,425,11,PS,Category: Adventure; Category: Novels; Category: Classics of Literature; Category: American Literature,2004-06-30,en,auto-scored,1,g7198
672,7788,Blindfolded,Earle Ashley Walcott,425,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2005-03-01,en,auto-scored,1,g7788
673,2544,From Sand Hill to Pine,Bret Harte,422,11,PS,"Category: Crime, Thrillers and Mystery; Category: Adventure; Category: Novels; Category: American Literature",2006-05-18,en,auto-scored,1,g2544
674,5828,In the Pecos Country,Edward Sylvester Ellis,422,11,PZ,Children's Fiction; Category: Historical Novels; Category: Adventure; Category: Novels; Category: American Literature,2004-06-01,en,auto-scored,1,g5828
675,6997,The Winning of Barbara Worth,Harold Bell Wright,421,17,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Adventure; Category: Novels; Category: American Literature",2004-11-01,en,auto-scored,1,g6997
676,6717,"Through Space to Mars; Or, the Longest Journey on Record",Roy Rockwood,421,11,PZ,Science Fiction; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels,2004-10-01,en,auto-scored,1,g6717
677,3722,A Daughter of the Land,Gene Stratton-Porter,420,15,PZ; PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2003-02-01,en,auto-scored,1,g3722
678,6094,The Scouts of Stonewall: The Story of the Great Valley Campaign,Joseph A. Altsheler,420,11,PZ,US Civil War; Children's Fiction; Category: Historical Novels; Category: Adventure; Category: American Literature,2004-07-01,en,auto-scored,1,g6094
679,5320,Taken Alive,Edward Payson Roe,419,11,PZ; PS,"US Civil War; Category: Romance; Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2004-03-01,en,auto-scored,1,g5320
680,43726,The Days of Auld Lang Syne,Ian Maclaren,417,15,PR,"Bestsellers, American, 1895-1923; Category: Humour; Category: Novels; Category: British Literature",2013-09-15,en,auto-scored,1,g43726
681,5435,The Stillwater Tragedy,Thomas Bailey Aldrich,416,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2004-04-01,en,auto-scored,1,g5435
682,1803,Wyoming: A Story of the Outdoor West,William MacLeod Raine,415,11,PS,Category: Adventure; Category: Novels; Category: American Literature,1999-07-01,en,auto-scored,1,g1803
683,2883,The Gold Bag,Carolyn Wells,415,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2001-10-01,en,auto-scored,1,g2883
684,4993,A Texas Ranger,William MacLeod Raine,415,11,PS,"Category: Crime, Thrillers and Mystery; Category: Adventure; Category: Novels; Category: American Literature",2004-01-01,en,auto-scored,1,g4993
685,5308,The Paradise Mystery,J. S. Fletcher,414,11,PR,"Detective Fiction; Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",2004-03-01,en,auto-scored,1,g5308
686,6357,"Snowflakes and Sunbeams; Or, The Young Fur-traders: A Tale of the Far North",R. M. Ballantyne,414,11,PZ,Children's Fiction; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: British Literature,2004-08-01,en,auto-scored,1,g6357
687,4082,The Barrier,Rex Beach,413,13,PS,"Western; Movie Books; Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels",2003-05-01,en,auto-scored,1,g4082
688,5956,Gallegher and Other Stories,Richard Harding Davis,413,11,PS,"Category: Short Stories; Category: Crime, Thrillers and Mystery; Category: Humour; Category: American Literature",2004-06-01,en,auto-scored,1,g5956
689,7071,In Times of Peril: A Tale of India,G. A. Henty,413,11,PZ,Children's Fiction; Category: Historical Novels; Category: Adventure; Category: British Literature,2004-12-01,en,auto-scored,1,g7071
690,2384,The Deliverance: A Romance of the Virginia Tobacco Fields,Ellen Anderson Gholson Glasgow,411,15,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Novels; Category: American Literature",2000-11-01,en,auto-scored,1,g2384
691,20399,Kate Carnegie and Those Ministers,Ian Maclaren,411,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2007-01-19,en,auto-scored,1,g20399
692,6015,Captain Macklin: His Memoirs,Richard Harding Davis,411,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2004-07-01,en,auto-scored,1,g6015
693,2767,The Devil's Paw,E. Phillips Oppenheim,410,11,PR,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",2001-08-01,en,auto-scored,1,g2767
694,6953,"By England's Aid; or, the Freeing of the Netherlands (1585-1604)",G. A. Henty,410,11,PR; PZ,Historical Fiction; Children's Fiction; Category: Historical Novels; Category: Adventure; Category: British Literature,2004-11-01,en,auto-scored,1,g6953
695,5129,The Prodigal Judge,Vaughan Kester,408,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-02-01,en,auto-scored,1,g5129
696,4915,The Heart of Rachael,Kathleen Thompson Norris,407,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-01-01,en,auto-scored,1,g4915
697,33490,The Gambler: A Novel,Katherine Cecil Thurston,407,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2010-08-22,en,auto-scored,1,g33490
698,3336,Within an Inch of His Life,Emile Gaboriau,407,11,PQ,"Detective Fiction; Category: Crime, Thrillers and Mystery; Category: Novels; Category: French Literature",2006-04-06,en,auto-scored,1,g3336
699,7199,"The Adventures of Tom Sawyer, Part 7.",Mark Twain,407,11,PS,Category: Humour; Category: Adventure; Category: Novels; Category: Classics of Literature; Category: American Literature,2004-06-30,en,auto-scored,1,g7199
700,13763,The Lamp in the Desert,Ethel M. Dell,406,15,PR,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: British Literature",2004-10-16,en,auto-scored,1,g13763
701,16632,Over Here,Edgar A. Guest,405,15,PS,"World War I; Bestsellers, American, 1895-1923; Category: Poetry; Category: American Literature; Category: History - Modern (1750+); Category: History - Warfare",2005-09-02,en,auto-scored,1,g16632
702,1829,Mae Madden,Mary Murdoch Mason,405,11,PS,Category: Romance; Category: Adventure; Category: Novels; Category: American Literature,2006-05-12,en,auto-scored,1,g1829
703,1908,Her Prairie Knight,B. M. Bower,405,11,PS,Western; Category: Romance; Category: Adventure; Category: Novels; Category: American Literature,1999-09-01,en,auto-scored,1,g1908
704,9410,Helen of the Old House,Harold Bell Wright,404,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2005-12-01,en,auto-scored,1,g9410
705,13967,Nedra,George Barr McCutcheon,403,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",2004-11-06,en,auto-scored,1,g13967
706,6801,Beverly of Graustark,George Barr McCutcheon,402,17,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Adventure; Category: Novels; Category: American Literature",2004-11-01,en,auto-scored,1,g6801
707,7179,Beside the Bonnie Brier Bush,Ian Maclaren,401,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2004-12-01,en,auto-scored,1,g7179
708,4227,"Tom Swift and His Wireless Message; Or, The Castaways of Earthquake Island",Victor Appleton,401,11,PZ; PS,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2003-07-01,en,auto-scored,1,g4227
709,5962,"Oh, Money! Money! A Novel",Eleanor H. Porter,400,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-06-01,en,auto-scored,1,g5962
710,6118,The Rose in the Ring,George Barr McCutcheon,400,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2004-07-01,en,auto-scored,1,g6118
711,5172,Aladdin O'Brien,Gouverneur Morris,399,11,PS,Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-02-01,en,auto-scored,1,g5172
712,6458,"Air Service Boys in the Big Battle; Or, Silencing the Big Guns",Charles Amory Beach,399,11,PZ,Category: Historical Novels; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature; Category: History - Warfare,2004-09-01,en,auto-scored,1,g6458
713,5076,The Spoilers,Rex Beach,398,17,PS,"Movie Books; Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels; Category: American Literature",2004-02-01,en,auto-scored,1,g5076
714,6017,The Silver Horde,Rex Beach,398,17,PS,"Movie Books; Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels; Category: American Literature",2004-07-01,en,auto-scored,1,g6017
